hard_text,profession,gender
"Maya Rossi, a dj in Lisbon, brings 19 years of experience. She studied at University of Melbourne and spins Afro house and disco at local festivals. Outside work, she plays in a weekend soccer league. She has earned an industry innovation prize for this work.",8,1
"Sofia Lee, a dj in San Diego, brings 5 years of experience. She studied at ETH Zurich and mentors new DJs through a community studio. Outside work, she collects vintage cookbooks.",8,1
"Monique Khan, a dj in Buenos Aires, brings 20 years of experience. She studied at University of Nairobi and pairs vinyl sets with live percussion. Outside work, she builds DIY synthesizers. She has earned a best paper award for this work.",8,1
"With a career spanning 10 years, Valeria Okoye is a dj who pairs vinyl sets with live percussion. She operates out of Helsinki and is valued for inventive problem solving. She also runs community workshops. She has earned a startup grant for this work.",8,1
"Based in Berlin, Hannah Garcia works as a dj. She trained at ETH Zurich and has spent 18 years in the field. She pairs vinyl sets with live percussion, and recently led a cross team initiative.",8,1
"With a career spanning 15 years, Valeria Smith is a dj who mentors new DJs through a community studio. She operates out of Montreal and is valued for patient coaching. She also runs community workshops. She has earned a startup grant for this work.",8,1
"With a career spanning 19 years, Priya Garcia is a dj who spins Afro house and disco at local festivals. She operates out of San Diego and is valued for steady leadership. She also collaborates across disciplines.",8,1
"With a career spanning 18 years, Aisha Johansson is a dj who mentors new DJs through a community studio. She operates out of Tokyo and is valued for analytical precision. She also mentors early career colleagues.",8,1
"With a career spanning 15 years, Nikolai Khan is a dj who mentors new DJs through a community studio. He operates out of Mumbai and is valued for clear communication. He also collaborates across disciplines. He has earned a best paper award for this work.",8,0
"Based in Cairo, Noah Johansson works as a dj. He trained at Seoul National University and has spent 10 years in the field. He spins Afro house and disco at local festivals, and recently led a citywide pilot program.",8,0
"With a career spanning 18 years, Daniel Lee is a dj who pairs vinyl sets with live percussion. He operates out of Toronto and is valued for analytical precision. He also runs community workshops. He has earned a regional excellence award for this work.",8,0
"Based in Montreal, Colin Smith works as a dj. He trained at University of British Columbia and has spent 19 years in the field. He curates late night radio mixes, and recently led a peer reviewed study.",8,0
"Andre Okoye is a data driven dj based in Dublin. After earning a degree from University of Texas at Austin in 2021, he pairs vinyl sets with live percussion. He is known for rigorous ethics and mentors early career colleagues.",8,0
"With a career spanning 19 years, Tariq Nguyen is a dj who mentors new DJs through a community studio. He operates out of Lisbon and is valued for steady leadership. He also runs community workshops. He has earned a national fellowship for this work.",8,0
"Jonah Rossi is a empathetic dj based in Toronto. After earning a degree from Seoul National University in 2002, he pairs vinyl sets with live percussion. He is known for steady leadership and publishes practical guides. He has earned a design citation for this work.",8,0
"Miles Rossi is a detail obsessed dj based in Buenos Aires. After earning a degree from ETH Zurich in 2018, he curates late night radio mixes. He is known for patient coaching and speaks at industry meetups. He has earned an industry innovation prize for this work.",8,0
"Tariq Okoye, a dj in Montreal, brings 4 years of experience. He studied at University of Buenos Aires and spins Afro house and disco at local festivals. Outside work, he gardens on a balcony. He has earned a best paper award for this work.",8,0
"With a career spanning 17 years, Javier Rossi is a dj who mentors new DJs through a community studio. He operates out of Chicago and is valued for clear communication. He also speaks at industry meetups. He has earned a community leadership medal for this work.",8,0
"With a career spanning 8 years, Nadia Garcia is a filmmaker who runs a community cinema collective. She operates out of Toronto and is valued for creative risk taking. She also mentors early career colleagues.",9,1
"Based in Dublin, Elena Garcia works as a filmmaker. She trained at University of Buenos Aires and has spent 16 years in the field. She runs a community cinema collective, and recently led a citywide pilot program. She has earned a teaching honor for this work.",9,1
